CommitId;RefactoringType;RefactoringDetail
3b1e377f36ce1262cc508b22526e9997cb8dcb62;Extract Interface;Extract Interface	com.facebook.imagepipeline.image.HasImageMetadata from classes [com.facebook.imagepipeline.image.CloseableImage]
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Variable Type;Change Variable Type	listener : ProducerListener to listener : ProducerListener2 in method public produceResults(consumer Consumer<CloseableReference<CloseableImage>>, producerContext ProducerContext) : void in class com.facebook.imagepipeline.producers.LocalVideoThumbnailProducer
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Variable Type;Change Variable Type	listener : ProducerListener to listener : ProducerListener2 in method protected handleFinalResult(pooledOutputStream PooledByteBufferOutputStream, fetchState FetchState) : void in class com.facebook.imagepipeline.producers.NetworkFetchProducer
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Parameter Type;Change Parameter Type	listener : ProducerListener to listener : ProducerListener2 in method package getExtraMap(listener ProducerListener2, producerContext ProducerContext, valueFound boolean, sizeInBytes int) : Map<String,String> in class com.facebook.imagepipeline.producers.PartialDiskCacheProducer
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Variable Type;Change Variable Type	listener : ProducerListener to listener : ProducerListener2 in method private onFinishDiskReads(consumer Consumer<EncodedImage>, producerContext ProducerContext, partialImageCacheKey CacheKey) : Continuation<EncodedImage,Void> in class com.facebook.imagepipeline.producers.PartialDiskCacheProducer
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Variable Type;Change Variable Type	listener : ProducerListener to listener : ProducerListener2 in method public produceResults(consumer Consumer<CloseableReference<CloseableImage>>, producerContext ProducerContext) : void in class com.facebook.imagepipeline.producers.PostprocessedBitmapMemoryCacheProducer
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Variable Type;Change Variable Type	listener : ProducerListener to listener : ProducerListener2 in method public produceResults(consumer Consumer<CloseableReference<CloseableImage>>, context ProducerContext) : void in class com.facebook.imagepipeline.producers.PostprocessorProducer
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mListener : ProducerListener to mListener : ProducerListener2 in class com.facebook.imagepipeline.producers.PostprocessorProducer.PostprocessorConsumer
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Parameter Type;Change Parameter Type	listener : ProducerListener to listener : ProducerListener2 in method public PostprocessorConsumer(consumer Consumer<CloseableReference<CloseableImage>>, listener ProducerListener2, postprocessor Postprocessor, producerContext ProducerContext) in class com.facebook.imagepipeline.producers.PostprocessorProducer.PostprocessorConsumer
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Parameter Type;Change Parameter Type	listener : ProducerListener to listener : ProducerListener2 in method private getExtraMap(listener ProducerListener2, producerContext ProducerContext, postprocessor Postprocessor) : Map<String,String> in class com.facebook.imagepipeline.producers.PostprocessorProducer.PostprocessorConsumer
eab75456a5b05e4b99c7f2c42695dec671926d65;Rename Attribute;Rename Attribute	mRequestId : String to mProducerContext : ProducerContext in class com.facebook.imagepipeline.producers.PostprocessorProducer.PostprocessorConsumer
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mRequestId : String to mProducerContext : ProducerContext in class com.facebook.imagepipeline.producers.PostprocessorProducer.PostprocessorConsumer
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Parameter Type;Change Parameter Type	producerListener : ProducerListener to producerListener : ProducerListener2 in method public SettableProducerContext(imageRequest ImageRequest, id String, producerListener ProducerListener2, callerContext Object, lowestPermittedRequestLevel ImageRequest.RequestLevel, isPrefetch boolean, isIntermediateResultExpected boolean, priority Priority) in class com.facebook.imagepipeline.producers.SettableProducerContext
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.StatefulProducerRunnable
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Parameter Type;Change Parameter Type	producerListener : ProducerListener to producerListener : ProducerListener2 in method public StatefulProducerRunnable(consumer Consumer<T>, producerListener ProducerListener2, producerContext ProducerContext, producerName String) in class com.facebook.imagepipeline.producers.StatefulProducerRunnable
eab75456a5b05e4b99c7f2c42695dec671926d65;Rename Attribute;Rename Attribute	mRequestId : String to mProducerContext : ProducerContext in class com.facebook.imagepipeline.producers.StatefulProducerRunnable
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mRequestId : String to mProducerContext : ProducerContext in class com.facebook.imagepipeline.producers.StatefulProducerRunnable
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Variable Type;Change Variable Type	producerListener : ProducerListener to producerListener : ProducerListener2 in method public produceResults(consumer Consumer<T>, context ProducerContext) : void in class com.facebook.imagepipeline.producers.ThreadHandoffProducer
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Variable Type;Change Variable Type	producerListener : ProducerListener to producerListener : ProducerListener2 in method public produceResults(consumer Consumer<T>, producerContext ProducerContext) : void in class com.facebook.imagepipeline.producers.ThrottlingProducer
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Variable Type;Change Variable Type	producerListener : ProducerListener to producerListener : ProducerListener2 in method package produceResultsInternal(consumer Consumer<T>, producerContext ProducerContext) : void in class com.facebook.imagepipeline.producers.ThrottlingProducer
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.BitmapMemoryCacheGetProducerTest
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.BitmapMemoryCacheProducerTest
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.DecodeProducerTest
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.DiskCacheReadProducerTest
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.DiskCacheWriteProducerTest
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.EncodedMemoryCacheProducerTest
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.LocalAssetFetchProducerTest
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.LocalContentUriFetchProducerTest
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.LocalContentUriThumbnailFetchProducerTest
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.LocalExifThumbnailProducerTest
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.LocalFileFetchProducerTest
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.LocalResourceFetchProducerTest
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.LocalVideoThumbnailProducerTest
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.MultiplexProducerTest
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.NetworkFetchProducerTest
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.PostprocessedBitmapMemoryCacheProducerTest
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.QualifiedResourceFetchProducerTest
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.RepeatedPostprocessorProducerTest
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.ResizeAndRotateProducerTest
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.SingleUsePostprocessorProducerTest
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.StatefulProducerRunnableTest
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListener : ProducerListener to mProducerListener : ProducerListener2 in class com.facebook.imagepipeline.producers.ThreadHandoffProducerTest
eab75456a5b05e4b99c7f2c42695dec671926d65;Change Attribute Type;Change Attribute Type	mProducerListeners : ProducerListener[] to mProducerListeners : ProducerListener2[] in class com.facebook.imagepipeline.producers.ThrottlingProducerTest
d5d1807b0a260839c01c1c51faf460832b6b69f1;Extract Class;Extract Class	com.facebook.imagepipeline.producers.InternalProducerListener from class com.facebook.imagepipeline.producers.BaseProducerContext
d5d1807b0a260839c01c1c51faf460832b6b69f1;Move Attribute;Move Attribute	private mProducerListener : ProducerListener from class com.facebook.imagepipeline.producers.BaseProducerContext to private mProducerListener : ProducerListener from class com.facebook.imagepipeline.producers.InternalProducerListener
de504968c92aaab4d3a5eaf36aad3bd3905624a7;Change Variable Type;Change Variable Type	bigImagesSwitch : Switch to imageSource : Spinner in method public onViewCreated(view View, savedInstanceState Bundle) : void in class com.facebook.fresco.samples.showcase.drawee.DraweeRecyclerViewFragment
de504968c92aaab4d3a5eaf36aad3bd3905624a7;Rename Variable;Rename Variable	bigImagesSwitch : Switch to imageSource : Spinner in method public onViewCreated(view View, savedInstanceState Bundle) : void in class com.facebook.fresco.samples.showcase.drawee.DraweeRecyclerViewFragment
04e9009a3ef69391b4829f5be3cd387dd6f340f6;Inline Variable;Inline Variable	runnable : Runnable in method public scheduleDeferredRelease(releasable Releasable) : void from class com.facebook.drawee.components.DeferredReleaserConcurrentImpl
2a6a301ef0f1cf3f34a0266b19b3babbfb3397e0;Rename Method;Rename Method	protected setupRounding(imageRequestBuilder ImageRequestBuilder, roundingOptions RoundingOptions) : void renamed to protected setupNativeRounding(imageRequestBuilder ImageRequestBuilder, roundingOptions RoundingOptions) : void in class com.facebook.fresco.vito.core.FrescoContext
2a6a301ef0f1cf3f34a0266b19b3babbfb3397e0;Rename Method;Rename Method	protected circularDrawableWithBorder(closeableStaticBitmap CloseableStaticBitmap, borderOptions BorderOptions) : Drawable renamed to protected circularNativeDrawableWithBorder(closeableStaticBitmap CloseableStaticBitmap, borderOptions BorderOptions) : Drawable in class com.facebook.fresco.vito.drawable.BitmapDrawableFactory
2a6a301ef0f1cf3f34a0266b19b3babbfb3397e0;Extract Variable;Extract Variable	actualFrescoExperiments : FrescoExperiments in method private createDefaultContext(resources Resources, frescoExperiments FrescoExperiments) : FrescoContext from class com.facebook.fresco.vito.provider.DefaultFrescoContext
67c6dd2ae04d9019d4444de1d659136eadf5a7e3;Extract Variable;Extract Variable	loopDurationMs : long in method public getFrameNumberToRender(animationTimeMs long, lastFrameTimeMs long) : int from class com.facebook.fresco.animation.frame.DropFramesFrameScheduler
cfc35acdf5153b3bf0d91de1d784ba42820138e9;Extract Variable;Extract Variable	runnable : Runnable in method public scheduleDeferredRelease(releasable Releasable) : void from class com.facebook.drawee.components.DeferredReleaserConcurrentImpl
cfc35acdf5153b3bf0d91de1d784ba42820138e9;Change Variable Type;Change Variable Type	wasPendingEmpty : boolean to pendingSet : PendingSet in method public scheduleDeferredRelease(releasable Releasable) : void in class com.facebook.drawee.components.DeferredReleaserConcurrentImpl
cfc35acdf5153b3bf0d91de1d784ba42820138e9;Rename Variable;Rename Variable	wasPendingEmpty : boolean to pendingSet : PendingSet in method public scheduleDeferredRelease(releasable Releasable) : void in class com.facebook.drawee.components.DeferredReleaserConcurrentImpl
cfc35acdf5153b3bf0d91de1d784ba42820138e9;Extract Class;Extract Class	com.facebook.drawee.components.DeferredReleaserConcurrentImpl.PendingSet from class com.facebook.drawee.components.DeferredReleaserConcurrentImpl
cfc35acdf5153b3bf0d91de1d784ba42820138e9;Move Attribute;Move Attribute	private mPendingReleasables : Set<Releasable> from class com.facebook.drawee.components.DeferredReleaserConcurrentImpl to package mPendingReleasables : Set<Releasable> from class com.facebook.drawee.components.DeferredReleaserConcurrentImpl.PendingSet
cfc35acdf5153b3bf0d91de1d784ba42820138e9;Extract And Move Method;Extract And Move Method	package isOnUiThread() : boolean extracted from private ensureOnUiThread() : void in class com.facebook.drawee.components.DeferredReleaserLegacyImpl & moved to class com.facebook.drawee.components.DeferredReleaser
f8abc9bacabd5b6d57a5ecc7f4a7a504bd2e3b65;Rename Attribute;Rename Attribute	mPrefetchButton : Button to mPrefetchDiskButton : Button in class com.facebook.fresco.samples.showcase.imagepipeline.ImagePipelinePrefetchFragment
