CommitId;RefactoringType;RefactoringDetail
3b1e377f36ce1262cc508b22526e9997cb8dcb62;Extract Interface;Extract Interface	com.facebook.imagepipeline.image.HasImageMetadata from classes [com.facebook.imagepipeline.image.CloseableImage]
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Return Type;Change Return Type	FileBinaryResource to BinaryResource in method public getResource(resourceId String, debugInfo Object) : BinaryResource in class com.facebook.cache.disk.DefaultDiskStorage
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Parameter Type;Change Parameter Type	fileBinaryResource : FileBinaryResource to fileBinaryResource : BinaryResource in method public updateResource(resourceId String, fileBinaryResource BinaryResource, callback WriterCallback, debugInfo Object) : void in class com.facebook.cache.disk.DefaultDiskStorage
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Parameter Type;Change Parameter Type	tempFileResource : FileBinaryResource to tempFileResource : BinaryResource in method public commit(resourceId String, tempFileResource BinaryResource, debugInfo Object) : FileBinaryResource in class com.facebook.cache.disk.DefaultDiskStorage
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Return Type;Change Return Type	FileBinaryResource to BinaryResource in method public getResource(resourceId String, debugInfo Object) : BinaryResource in class com.facebook.cache.disk.DiskStorage
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Return Type;Change Return Type	FileBinaryResource to BinaryResource in method public createTemporary(resourceId String, debugInfo Object) : BinaryResource in class com.facebook.cache.disk.DiskStorage
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Return Type;Change Return Type	FileBinaryResource to BinaryResource in method public getResource() : BinaryResource in class com.facebook.cache.disk.DiskStorage.Entry
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Return Type;Change Return Type	FileBinaryResource to BinaryResource in method private createTemporaryResource(resourceId String, key CacheKey) : BinaryResource in class com.facebook.cache.disk.DiskStorageCache
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Return Type;Change Return Type	FileBinaryResource to BinaryResource in method private commitResource(resourceId String, key CacheKey, temporary BinaryResource) : BinaryResource in class com.facebook.cache.disk.DiskStorageCache
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Parameter Type;Change Parameter Type	temporary : FileBinaryResource to temporary : BinaryResource in method private commitResource(resourceId String, key CacheKey, temporary BinaryResource) : BinaryResource in class com.facebook.cache.disk.DiskStorageCache
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Variable Type;Change Variable Type	resource : FileBinaryResource to resource : BinaryResource in method public getResource(key CacheKey) : BinaryResource in class com.facebook.cache.disk.DiskStorageCache
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Variable Type;Change Variable Type	temporary : FileBinaryResource to temporary : BinaryResource in method public insert(key CacheKey, callback WriterCallback) : BinaryResource in class com.facebook.cache.disk.DiskStorageCache
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Variable Type;Change Variable Type	resource : FileBinaryResource to resource : BinaryResource in method private commitResource(resourceId String, key CacheKey, temporary BinaryResource) : BinaryResource in class com.facebook.cache.disk.DiskStorageCache
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Parameter Type;Change Parameter Type	storage : DiskStorage to storage : DefaultDiskStorage in method private writeToStorage(storage DefaultDiskStorage, resourceId String, value byte[]) : FileBinaryResource in class com.facebook.cache.disk.DefaultDiskStorageTest
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Parameter Type;Change Parameter Type	storage : DiskStorage to storage : DefaultDiskStorage in method private writeFileToStorage(storage DefaultDiskStorage, resourceId String, value byte[]) : File in class com.facebook.cache.disk.DefaultDiskStorageTest
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Parameter Type;Change Parameter Type	storage : DiskStorage to storage : DefaultDiskStorage in method private write(storage DefaultDiskStorage, resourceId String, content byte[]) : File in class com.facebook.cache.disk.DefaultDiskStorageTest
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Parameter Type;Change Parameter Type	storage : DiskStorage to storage : DefaultDiskStorage in method private writeToResource(storage DefaultDiskStorage, resourceId String, resource FileBinaryResource, content byte[]) : void in class com.facebook.cache.disk.DefaultDiskStorageTest
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Parameter Type;Change Parameter Type	storage : DiskStorage to storage : DefaultDiskStorage in method private retrieveEntries(storage DefaultDiskStorage) : List<DefaultDiskStorage.EntryImpl> in class com.facebook.cache.disk.DefaultDiskStorageTest
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Extract Variable;Extract Variable	underlyingFile : File in method public testBasicOperations() : void from class com.facebook.cache.disk.DefaultDiskStorageTest
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Variable Type;Change Variable Type	resource1 : FileBinaryResource to resource1 : BinaryResource in method public testBasicOperations() : void in class com.facebook.cache.disk.DefaultDiskStorageTest
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Variable Type;Change Variable Type	resource2 : FileBinaryResource to resource2 : BinaryResource in method public testBasicOperations() : void in class com.facebook.cache.disk.DefaultDiskStorageTest
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Variable Type;Change Variable Type	storage : DiskStorage to storage : DefaultDiskStorage in method public testPurgeUnexpectedFiles() : void in class com.facebook.cache.disk.DefaultDiskStorageTest
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Variable Type;Change Variable Type	storage : DiskStorage to storage : DefaultDiskStorage in method public testDirectoryIsNotNuked() : void in class com.facebook.cache.disk.DefaultDiskStorageTest
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Variable Type;Change Variable Type	storage : DiskStorage to storage : DefaultDiskStorage in method public testIterationAndRemoval() : void in class com.facebook.cache.disk.DefaultDiskStorageTest
51df4fbe8d7b792cd0a5d99288ed39ccf1846460;Change Parameter Type;Change Parameter Type	resource : FileBinaryResource to resource : BinaryResource in method public updateResource(resourceId String, resource BinaryResource, callback WriterCallback, debugInfo Object) : void in class com.facebook.cache.disk.DiskStorage
cd972bd80edd3a592228ce4847460428c893cc2a;Move Source Folder;Move Source Folder	imagepipeline/src/test to animated-base-test/src/main
cd972bd80edd3a592228ce4847460428c893cc2a;Move Source Folder;Move Source Folder	imagepipeline to animated-base
cd972bd80edd3a592228ce4847460428c893cc2a;Move Source Folder;Move Source Folder	imagepipeline/src/test to imagepipeline-test/src/main
cd972bd80edd3a592228ce4847460428c893cc2a;Move Source Folder;Move Source Folder	imagepipeline/src/test to imagepipeline-base-test/src/main
e1cdf3897239548dc6e496655b5f4787d345221f;Move Source Folder;Move Source Folder	imagepipeline to imagepipeline-base
b769a83f9d1967a464f32ca57aef9066dc7694db;Move Source Folder;Move Source Folder	imagepipeline to imagepipeline-base
b769a83f9d1967a464f32ca57aef9066dc7694db;Change Variable Type;Change Variable Type	gifImage : GifImage to gifImage : AnimatedImage in method public decodeGif(encodedImage EncodedImage, options ImageDecodeOptions, bitmapConfig Bitmap.Config) : CloseableImage in class com.facebook.imagepipeline.animated.factory.AnimatedImageFactory
b769a83f9d1967a464f32ca57aef9066dc7694db;Change Variable Type;Change Variable Type	webPImage : WebPImage to webPImage : AnimatedImage in method public decodeWebP(encodedImage EncodedImage, options ImageDecodeOptions, bitmapConfig Bitmap.Config) : CloseableImage in class com.facebook.imagepipeline.animated.factory.AnimatedImageFactory
eb628d52f7df897ae0ccef4dd504732a9c59dbf3;Move Source Folder;Move Source Folder	imagepipeline to imagepipeline-base
9041dc091aa47f4bba2840f1ddf6a6cf0b9add1c;Move Source Folder;Move Source Folder	imagepipeline to animated-base
aa8b2f0af9f87a5299137ae1543d76dd1a7a36d5;Move Class;Move Class	com.facebook.imagepipeline.gif.GifFrame moved to com.facebook.animated.gif.GifFrame
aa8b2f0af9f87a5299137ae1543d76dd1a7a36d5;Move Class;Move Class	com.facebook.imagepipeline.gif.GifImage moved to com.facebook.animated.gif.GifImage
c7140de92f017a5af3ec6474a987198381adb1ab;Move Class;Move Class	com.facebook.imagepipeline.webp.WebPFrame moved to com.facebook.animated.webp.WebPFrame
c7140de92f017a5af3ec6474a987198381adb1ab;Move Class;Move Class	com.facebook.imagepipeline.webp.WebPImage moved to com.facebook.animated.webp.WebPImage
1d929b7482821e4f9c9d33ac69130c5b7ad7b8c4;Move Source Folder;Move Source Folder	imagepipeline to animated-base
146ca45358ed0ef478426ef07ef91816fc512146;Move Source Folder;Move Source Folder	imagepipeline to imagepipeline-base
2031139903e9c628a5c190a3e3d8b06471c8273f;Move Source Folder;Move Source Folder	imagepipeline to animated-base
73805326a1524d3c2e504e9c7edb8ab73a32f35b;Move Source Folder;Move Source Folder	imagepipeline to animated-base
6eb0e62ce1501052c2d9ec1d4a73787c50a4c667;Extract Method;Extract Method	private containsAsync(key CacheKey) : Task<Boolean> extracted from public contains(key CacheKey) : Task<Boolean> in class com.facebook.imagepipeline.cache.BufferedDiskCache
6eb0e62ce1501052c2d9ec1d4a73787c50a4c667;Extract Method;Extract Method	public contains(keys List<CacheKey>) : Task<Boolean> extracted from public contains(key CacheKey) : Task<Boolean> in class com.facebook.imagepipeline.cache.BufferedDiskCache
6eb0e62ce1501052c2d9ec1d4a73787c50a4c667;Extract Method;Extract Method	private getAsync(key CacheKey, isCancelled AtomicBoolean) : Task<EncodedImage> extracted from public get(key CacheKey, isCancelled AtomicBoolean) : Task<EncodedImage> in class com.facebook.imagepipeline.cache.BufferedDiskCache
6eb0e62ce1501052c2d9ec1d4a73787c50a4c667;Extract Method;Extract Method	private foundPinnedImage(key CacheKey, pinnedImage EncodedImage) : Task<EncodedImage> extracted from public get(key CacheKey, isCancelled AtomicBoolean) : Task<EncodedImage> in class com.facebook.imagepipeline.cache.BufferedDiskCache
6eb0e62ce1501052c2d9ec1d4a73787c50a4c667;Change Variable Type;Change Variable Type	cacheKey : CacheKey to cacheKeys : List<CacheKey> in method public evictFromDiskCache(imageRequest ImageRequest) : void in class com.facebook.imagepipeline.core.ImagePipeline
6eb0e62ce1501052c2d9ec1d4a73787c50a4c667;Rename Variable;Rename Variable	cacheKey : CacheKey to cacheKeys : List<CacheKey> in method public evictFromDiskCache(imageRequest ImageRequest) : void in class com.facebook.imagepipeline.core.ImagePipeline
6eb0e62ce1501052c2d9ec1d4a73787c50a4c667;Change Variable Type;Change Variable Type	cacheKey : CacheKey to cacheKeys : List<CacheKey> in method public isInDiskCache(imageRequest ImageRequest) : DataSource<Boolean> in class com.facebook.imagepipeline.core.ImagePipeline
6eb0e62ce1501052c2d9ec1d4a73787c50a4c667;Rename Variable;Rename Variable	cacheKey : CacheKey to cacheKeys : List<CacheKey> in method public isInDiskCache(imageRequest ImageRequest) : DataSource<Boolean> in class com.facebook.imagepipeline.core.ImagePipeline
6eb0e62ce1501052c2d9ec1d4a73787c50a4c667;Rename Variable;Rename Variable	cacheKey : CacheKey to preferredCacheKey : CacheKey in method public produceResults(consumer Consumer<EncodedImage>, producerContext ProducerContext) : void in class com.facebook.imagepipeline.producers.DiskCacheProducer
6eb0e62ce1501052c2d9ec1d4a73787c50a4c667;Extract And Move Method;Extract And Move Method	public contains(keys List<CacheKey>) : Task<Boolean> extracted from public isInDiskCache(imageRequest ImageRequest) : DataSource<Boolean> in class com.facebook.imagepipeline.core.ImagePipeline & moved to class com.facebook.imagepipeline.cache.BufferedDiskCache
6abd727c90ef398cbc6c991d23a1171d7efbbdc9;Rename Method;Rename Method	public testPostprocessedBitmapMemoryCacheGetSuccessful() : void renamed to public testCacheHit() : void in class com.facebook.imagepipeline.producers.PostprocessedBitmapMemoryCacheProducerTest
6abd727c90ef398cbc6c991d23a1171d7efbbdc9;Rename Method;Rename Method	public testGetNotFoundInputProducerNotFound() : void renamed to public testCacheMiss_UnderlyingNull() : void in class com.facebook.imagepipeline.producers.PostprocessedBitmapMemoryCacheProducerTest
6abd727c90ef398cbc6c991d23a1171d7efbbdc9;Rename Method;Rename Method	public testGetNotFoundInputProducerFailure() : void renamed to public testCacheMiss_UnderlyingFailure() : void in class com.facebook.imagepipeline.producers.PostprocessedBitmapMemoryCacheProducerTest
6abd727c90ef398cbc6c991d23a1171d7efbbdc9;Inline Method;Inline Method	private setupGetSuccess() : void inlined to public testCacheHit() : void in class com.facebook.imagepipeline.producers.PostprocessedBitmapMemoryCacheProducerTest
6abd727c90ef398cbc6c991d23a1171d7efbbdc9;Extract Method;Extract Method	private performCacheMiss() : Consumer extracted from public testGetNotFoundInputProducerNotFound() : void in class com.facebook.imagepipeline.producers.PostprocessedBitmapMemoryCacheProducerTest
6abd727c90ef398cbc6c991d23a1171d7efbbdc9;Extract Method;Extract Method	private performCacheMiss() : Consumer extracted from public testGetNotFoundInputProducerFailure() : void in class com.facebook.imagepipeline.producers.PostprocessedBitmapMemoryCacheProducerTest
6abd727c90ef398cbc6c991d23a1171d7efbbdc9;Split Attribute;Split Attribute	mCacheKeyFactory : CacheKeyFactory to [mPostProcessorCacheKey : CacheKey, mPostprocessor : Postprocessor] in class com.facebook.imagepipeline.producers.PostprocessedBitmapMemoryCacheProducerTest
6abd727c90ef398cbc6c991d23a1171d7efbbdc9;Split Attribute;Split Attribute	mMemoryCache : MemoryCache<CacheKey,CloseableImage> to [mPostProcessorCacheKey : CacheKey, mRepeatedPostprocessor : RepeatedPostprocessor] in class com.facebook.imagepipeline.producers.PostprocessedBitmapMemoryCacheProducerTest
6abd727c90ef398cbc6c991d23a1171d7efbbdc9;Split Attribute;Split Attribute	mPostprocessor : Postprocessor to [mPostprocessedBitmapCacheKey : CacheKey, mMemoryCache : MemoryCache<CacheKey,CloseableImage>] in class com.facebook.imagepipeline.producers.PostprocessedBitmapMemoryCacheProducerTest
6abd727c90ef398cbc6c991d23a1171d7efbbdc9;Rename Attribute;Rename Attribute	mCacheKey : CacheKey to mPostprocessedBitmapCacheKey : CacheKey in class com.facebook.imagepipeline.producers.PostprocessedBitmapMemoryCacheProducerTest
6abd727c90ef398cbc6c991d23a1171d7efbbdc9;Rename Attribute;Rename Attribute	mIntermediateImageReference : CloseableReference<CloseableImage> to mImageRef1 : CloseableReference<CloseableImage> in class com.facebook.imagepipeline.producers.PostprocessedBitmapMemoryCacheProducerTest
f2f7c493f65083a7d762d34ef9ed24b8b2a8c5a0;Pull Up Attribute;Pull Up Attribute	private mMeasureSpec : AspectRatioMeasure.Spec from class com.facebook.drawee.view.GenericDraweeView to private mMeasureSpec : AspectRatioMeasure.Spec from class com.facebook.drawee.view.DraweeView
f2f7c493f65083a7d762d34ef9ed24b8b2a8c5a0;Pull Up Attribute;Pull Up Attribute	private mAspectRatio : float from class com.facebook.drawee.view.GenericDraweeView to private mAspectRatio : float from class com.facebook.drawee.view.DraweeView
f2f7c493f65083a7d762d34ef9ed24b8b2a8c5a0;Pull Up Method;Pull Up Method	public setAspectRatio(aspectRatio float) : void from class com.facebook.drawee.view.GenericDraweeView to public setAspectRatio(aspectRatio float) : void from class com.facebook.drawee.view.DraweeView
f2f7c493f65083a7d762d34ef9ed24b8b2a8c5a0;Pull Up Method;Pull Up Method	public getAspectRatio() : float from class com.facebook.drawee.view.GenericDraweeView to public getAspectRatio() : float from class com.facebook.drawee.view.DraweeView
f2f7c493f65083a7d762d34ef9ed24b8b2a8c5a0;Pull Up Method;Pull Up Method	protected onMeasure(widthMeasureSpec int, heightMeasureSpec int) : void from class com.facebook.drawee.view.GenericDraweeView to protected onMeasure(widthMeasureSpec int, heightMeasureSpec int) : void from class com.facebook.drawee.view.DraweeView
db58718f0e912f74369491a3aceeb94dcf53b158;Inline Variable;Inline Variable	parent : Drawable in method package maybeApplyLeafRounding(drawable Drawable, roundingParams RoundingParams, resources Resources) : Drawable from class com.facebook.drawee.generic.WrappingUtils
db58718f0e912f74369491a3aceeb94dcf53b158;Rename Method;Rename Method	public testHierarchy_WithRoundedCornersDrawable() : void renamed to public testHierarchy_WithRoundedOverlayColor() : void in class com.facebook.drawee.generic.GenericDraweeHierarchyTest
db58718f0e912f74369491a3aceeb94dcf53b158;Rename Method;Rename Method	public testHierarchy_WithRoundedCornersDrawableAsCircle() : void renamed to private testSetRoundingParams_ToNoneFrom(prev RoundingParams) : void in class com.facebook.drawee.generic.GenericDraweeHierarchyTest
db58718f0e912f74369491a3aceeb94dcf53b158;Rename Method;Rename Method	public testSetRoundingParamsOverlay_PreviouslyBitmap() : void renamed to private testSetRoundingParams_ToRoundedLeafsFrom(prev RoundingParams) : void in class com.facebook.drawee.generic.GenericDraweeHierarchyTest
db58718f0e912f74369491a3aceeb94dcf53b158;Extract Method;Extract Method	private testRoundingParams_NoRoundedLeafs(rootDrawable RootDrawable, fadeDrawable FadeDrawable) : void extracted from public testHierarchy_WithRoundedCornersDrawableAsCircle() : void in class com.facebook.drawee.generic.GenericDraweeHierarchyTest
db58718f0e912f74369491a3aceeb94dcf53b158;Extract Variable;Extract Variable	roundingParams : RoundingParams in method public testHierarchy_WithRoundedOverlayColor() : void from class com.facebook.drawee.generic.GenericDraweeHierarchyTest
a03506da4fe63439ee1fc4c9c99212df93dea02c;Extract Method;Extract Method	public mockDrawable(drawableClassToMock Class<D>) : D extracted from public mockDrawable() : Drawable in class com.facebook.drawee.drawable.DrawableTestUtils
a03506da4fe63439ee1fc4c9c99212df93dea02c;Change Variable Type;Change Variable Type	drawable : FakeDrawable to drawable : D in method public mockDrawable(drawableClassToMock Class<D>) : D in class com.facebook.drawee.drawable.DrawableTestUtils
a03506da4fe63439ee1fc4c9c99212df93dea02c;Rename Variable;Rename Variable	actualImageBranch : MatrixDrawable to matrixDrawable : MatrixDrawable in method public testHierarchy_WithMatrix() : void in class com.facebook.drawee.generic.GenericDraweeHierarchyTest
cfac39ecc8d4006959b652ac2403c94f16ed857e;Change Variable Type;Change Variable Type	fadeDrawable : FadeDrawable to rootDrawable : RootDrawable in method public testControlling_WithControllerOverlay() : void in class com.facebook.drawee.generic.GenericDraweeHierarchyTest
cfac39ecc8d4006959b652ac2403c94f16ed857e;Rename Variable;Rename Variable	fadeDrawable : FadeDrawable to rootDrawable : RootDrawable in method public testControlling_WithControllerOverlay() : void in class com.facebook.drawee.generic.GenericDraweeHierarchyTest
0cefc0987ae1864b2923265ec525f7ef4fd435c5;Extract Method;Extract Method	private buildActualImageBranch(drawable Drawable, scaleType ScaleType, focusPoint PointF, matrix Matrix, colorFilter ColorFilter) : Drawable extracted from package GenericDraweeHierarchy(builder GenericDraweeHierarchyBuilder) in class com.facebook.drawee.generic.GenericDraweeHierarchy
0cefc0987ae1864b2923265ec525f7ef4fd435c5;Extract Method;Extract Method	private buildBranch(drawable Drawable, scaleType ScaleType) : Drawable extracted from package GenericDraweeHierarchy(builder GenericDraweeHierarchyBuilder) in class com.facebook.drawee.generic.GenericDraweeHierarchy
0cefc0987ae1864b2923265ec525f7ef4fd435c5;Rename Attribute;Rename Attribute	mActualImageSettableDrawable : ForwardingDrawable to mActualImageWrapper : ForwardingDrawable in class com.facebook.drawee.generic.GenericDraweeHierarchy
0c34763a73b35e51384b9f733e74db9114d27b83;Rename Parameter;Rename Parameter	activeTransform : Matrix to newTransform : Matrix in method public setTransform(newTransform Matrix) : void in class com.facebook.samples.zoomable.DefaultZoomableController
0c34763a73b35e51384b9f733e74db9114d27b83;Extract Method;Extract Method	public setTransform(newTransform Matrix, durationMs long, onAnimationComplete Runnable) : void extracted from public setTransform(activeTransform Matrix) : void in class com.facebook.samples.zoomable.DefaultZoomableController
0c34763a73b35e51384b9f733e74db9114d27b83;Rename Parameter;Rename Parameter	activeTransform : Matrix to newTransform : Matrix in method public setTransform(newTransform Matrix, durationMs long, onAnimationComplete Runnable) : void in class com.facebook.samples.zoomable.DefaultZoomableController
0c34763a73b35e51384b9f733e74db9114d27b83;Extract Method;Extract Method	public setTransform(newTransform Matrix, durationMs long, onAnimationComplete Runnable) : void extracted from public zoomToImagePoint(scale float, imagePoint PointF) : void in class com.facebook.samples.zoomable.DefaultZoomableController
0c34763a73b35e51384b9f733e74db9114d27b83;Rename Variable;Rename Variable	points : float[] to viewAbsolute : float[] in method public zoomToImagePoint(scale float, imagePoint PointF, viewPoint PointF, limitTransX boolean, limitTransY boolean, durationMs long, onAnimationComplete Runnable) : void in class com.facebook.samples.zoomable.DefaultZoomableController
3e333939693ebd2899c891f02022c78aa4842f8b;Extract Method;Extract Method	private printFileTypes(writer PrintStream, dumpInfo DiskStorage.DiskDumpInfo) : void extracted from private writeDiskDumpInfo(writer PrintStream, dumpInfo DiskStorage.DiskDumpInfo) : void in class com.facebook.imagepipeline.stetho.BaseFrescoStethoPlugin
87258282da0496f01ed3c7a6445351913f0c0a28;Rename Class;Rename Class	com.facebook.imagepipeline.nativecode.WebpTranscoder renamed to com.facebook.imagepipeline.nativecode.WebpTranscoderImpl
87258282da0496f01ed3c7a6445351913f0c0a28;Extract Interface;Extract Interface	com.facebook.imagepipeline.nativecode.WebpTranscoder from classes [com.facebook.imagepipeline.nativecode.WebpTranscoderImpl]
73dcf63d50e30cd2dfc9e09047603936354c0517;Move Class;Move Class	com.facebook.drawee.generic.GenericDraweeHierarchy.RootDrawable moved to com.facebook.drawee.generic.RootDrawable
73dcf63d50e30cd2dfc9e09047603936354c0517;Extract Class;Extract Class	com.facebook.drawee.generic.WrappingUtils from class com.facebook.drawee.generic.GenericDraweeHierarchy
73dcf63d50e30cd2dfc9e09047603936354c0517;Move Method;Move Method	private maybeWrapWithScaleType(drawable Drawable, scaleType ScaleType) : Drawable from class com.facebook.drawee.generic.GenericDraweeHierarchy to package maybeWrapWithScaleType(drawable Drawable, scaleType ScaleType) : Drawable from class com.facebook.drawee.generic.WrappingUtils
73dcf63d50e30cd2dfc9e09047603936354c0517;Move Method;Move Method	private maybeWrapWithScaleType(drawable Drawable, scaleType ScaleType, focusPoint PointF) : Drawable from class com.facebook.drawee.generic.GenericDraweeHierarchy to package maybeWrapWithScaleType(drawable Drawable, scaleType ScaleType, focusPoint PointF) : Drawable from class com.facebook.drawee.generic.WrappingUtils
73dcf63d50e30cd2dfc9e09047603936354c0517;Move Method;Move Method	private maybeWrapWithMatrix(drawable Drawable, matrix Matrix) : Drawable from class com.facebook.drawee.generic.GenericDraweeHierarchy to package maybeWrapWithMatrix(drawable Drawable, matrix Matrix) : Drawable from class com.facebook.drawee.generic.WrappingUtils
73dcf63d50e30cd2dfc9e09047603936354c0517;Move Method;Move Method	private applyRoundingParams(rounded Rounded, roundingParams RoundingParams) : void from class com.facebook.drawee.generic.GenericDraweeHierarchy to package applyRoundingParams(rounded Rounded, roundingParams RoundingParams) : void from class com.facebook.drawee.generic.WrappingUtils
73dcf63d50e30cd2dfc9e09047603936354c0517;Move Attribute;Move Attribute	private sEmptyDrawable : Drawable from class com.facebook.drawee.generic.GenericDraweeHierarchy to private sEmptyDrawable : Drawable from class com.facebook.drawee.generic.WrappingUtils
73dcf63d50e30cd2dfc9e09047603936354c0517;Move Method;Move Method	private maybeWrapWithRoundedOverlayColor(roundingParams RoundingParams, drawable Drawable) : Drawable from class com.facebook.drawee.generic.GenericDraweeHierarchy to package maybeWrapWithRoundedOverlayColor(drawable Drawable, roundingParams RoundingParams) : Drawable from class com.facebook.drawee.generic.WrappingUtils
73dcf63d50e30cd2dfc9e09047603936354c0517;Move Method;Move Method	private updateOverlayColorRounding() : void from class com.facebook.drawee.generic.GenericDraweeHierarchy to package updateOverlayColorRounding(parent DrawableParent, roundingParams RoundingParams) : void from class com.facebook.drawee.generic.WrappingUtils
27b6f40dd281e59174fa349508fdc52c68f4f0f0;Move Source Folder;Move Source Folder	imagepipeline to tools/stetho
015cfd6a0ec3f601281260174cbee6be208ee401;Change Return Type;Change Return Type	Drawable to DrawableParent in method private getLayerParentDrawable(index int) : DrawableParent in class com.facebook.drawee.generic.GenericDraweeHierarchy
015cfd6a0ec3f601281260174cbee6be208ee401;Rename Method;Rename Method	private getLayerChildDrawable(index int) : Drawable renamed to private getLayerParentDrawable(index int) : DrawableParent in class com.facebook.drawee.generic.GenericDraweeHierarchy
015cfd6a0ec3f601281260174cbee6be208ee401;Inline Method;Inline Method	private setDrawableAndScaleType(drawable Drawable, scaleType ScaleType, index int) : void inlined to public setPlaceholderImage(drawable Drawable, scaleType ScaleType) : void in class com.facebook.drawee.generic.GenericDraweeHierarchy
015cfd6a0ec3f601281260174cbee6be208ee401;Inline Method;Inline Method	private setDrawableAndScaleType(drawable Drawable, scaleType ScaleType, index int) : void inlined to public setFailureImage(drawable Drawable, scaleType ScaleType) : void in class com.facebook.drawee.generic.GenericDraweeHierarchy
015cfd6a0ec3f601281260174cbee6be208ee401;Inline Method;Inline Method	private setDrawableAndScaleType(drawable Drawable, scaleType ScaleType, index int) : void inlined to public setRetryImage(drawable Drawable, scaleType ScaleType) : void in class com.facebook.drawee.generic.GenericDraweeHierarchy
015cfd6a0ec3f601281260174cbee6be208ee401;Inline Method;Inline Method	private setDrawableAndScaleType(drawable Drawable, scaleType ScaleType, index int) : void inlined to public setProgressBarImage(drawable Drawable, scaleType ScaleType) : void in class com.facebook.drawee.generic.GenericDraweeHierarchy
015cfd6a0ec3f601281260174cbee6be208ee401;Rename Variable;Rename Variable	layer : Drawable to child : Drawable in method private updateBitmapOnlyRounding() : void in class com.facebook.drawee.generic.GenericDraweeHierarchy
d49707caa294ca2d3d31ff826e07fac56b368092;Change Variable Type;Change Variable Type	placeholderBranch : ScaleTypeDrawable to placeholderBranch : Drawable in method public testSetPlaceholderImage() : void in class com.facebook.drawee.generic.GenericDraweeHierarchyTest
1046c0e831cf948ed6225c17fb65a4289632777b;Change Return Type;Change Return Type	void to Drawable in method public setDrawable(index int, drawable Drawable) : Drawable in class com.facebook.drawee.drawable.ArrayDrawable
1046c0e831cf948ed6225c17fb65a4289632777b;Extract Variable;Extract Variable	oldDrawable : Drawable in method public setDrawable(index int, drawable Drawable) : Drawable from class com.facebook.drawee.drawable.ArrayDrawable
a46ba8ff22f121f7eeecc3878d85507e4783679b;Rename Class;Rename Class	com.facebook.datasource.SettableDataSource renamed to com.facebook.datasource.SimpleDataSource
a46ba8ff22f121f7eeecc3878d85507e4783679b;Change Parameter Type;Change Parameter Type	dataSource : SettableDataSource<FakeImage> to dataSource : SimpleDataSource<FakeImage> in method private finish(dataSource SimpleDataSource<FakeImage>, image FakeImage, outcome int) : void in class com.facebook.drawee.controller.AbstractDraweeControllerTest
a46ba8ff22f121f7eeecc3878d85507e4783679b;Change Variable Type;Change Variable Type	settableDataSource : SettableDataSource<T> to simpleDataSource : SimpleDataSource<T> in method public immediateFailedDataSource(failure Throwable) : DataSource<T> in class com.facebook.datasource.DataSources
a46ba8ff22f121f7eeecc3878d85507e4783679b;Rename Variable;Rename Variable	settableDataSource : SettableDataSource<T> to simpleDataSource : SimpleDataSource<T> in method public immediateFailedDataSource(failure Throwable) : DataSource<T> in class com.facebook.datasource.DataSources
a46ba8ff22f121f7eeecc3878d85507e4783679b;Change Return Type;Change Return Type	SettableDataSource<T> to SimpleDataSource<T> in method public create() : SimpleDataSource<T> in class com.facebook.datasource.SimpleDataSource
f63879478df56e0dcbd976655a117bd188cc5369;Change Attribute Type;Change Attribute Type	mActualImageSettableDrawable : SettableDrawable to mActualImageSettableDrawable : ForwardingDrawable in class com.facebook.drawee.generic.GenericDraweeHierarchy
f63879478df56e0dcbd976655a117bd188cc5369;Change Attribute Type;Change Attribute Type	mSettableDrawable : SettableDrawable to mSettableDrawable : ForwardingDrawable in class com.facebook.drawee.drawable.SettableDrawableTest
f63879478df56e0dcbd976655a117bd188cc5369;Change Variable Type;Change Variable Type	actualImageSettableDrawable : SettableDrawable to actualImageSettableDrawable : ForwardingDrawable in method public testControlling_WithPlaceholderOnly() : void in class com.facebook.drawee.generic.GenericDraweeHierarchyTest
